labels,sentences
1,One of the greatest crimes made against Scifi television was the cancellation of Farscape One of the most wellwritten wellacted and overall best shows ever to grace the airwaves it set new standards for Scifi television Once the flagship highest rated critically acclaied show of the SciFi Channel it defies explaination as to why shows like Buffy Tremors The Series and even StarGate SG1 have lasted as long as they have Yes even Buffy But Ill save my Buffy bashing for another time Farscape was poorly treated by the SciFi channel continually tossed around in scheduling reruns rarely shown and never really advertised But while the show has been cancelled all those involved in the production of the show want to bring the show back even Henson Company CEO Brian Henson There is also an extensive fanbased movement to bring the show back  Overall things are looking far from dark and hopefully fans will get their season 5
1,This film is the most romantic in years David Duchovny is superb HeÂ´ll make you cry smile and dream Minnie driver and James Belushi are very good too But David is astonish DonÂ´t miss the opportunity to see this little film and fall in love with Bob and Grace Run donÂ´t walk
0,George Cukors The Women remains one of the glittering gems of 1939 Hollywoods most golden of golden years The film crackled and sparked and its absence of males was a subtle touch hardly noticed because of all the fine entertainment Flash forward We see Fifth Avenue in New York City in front of Saks Large crowds bustle along the Avenuebut somethings off The shot reveals only well dressed attractive and young women Creepier than I Am Legend the visual concept continues inside the store and later at a large fashion show What NYC fashion show doesnt have at least 5 gay men The no men rule is rammed down our throats creating an alien world off balance and distracting Enter Meg Ryan first seen digging in her garden wearing a ridiculous getup complete with her retro curls and flailing arms I immediately sympathized with her husband and could understand why he looked elsewhere Later in the film she morphs into an older Jennifer Aniston look and keeps her arms at her sides This seems intentional as if to say Look I can still be relevant Ryans character is loaded down with a coven of missmatched friends insert Sex and the City comparison here who if it were real life would despise each other Annette Bening plays the power bitch who during the course of the film realizes her lifes dream doesnt really make her happy Jada Pinkett Smith is the power lesbian all atitudinous with no use for any of the men who arent there Debra Messing is some sort of baby factory that eats a lot Eva Mendes is an odd choice for the bad girl to say the least She looks fake acts fake and any humor she tries to demonstrate falls flat Someones comment on here that she looked transgender was spot on Other various stars show up to rearrange the furniture on this Titanic The only thing that would have saved this would have been the brilliant casting of Jennifer Aniston and Angelina Jolie They could have named their price tucked their tongues firmly into their cheeks and pulled off something very clever and profitable But no Hollywood thinks of itself way too highly for that kind of exploitation Instead were given this thing that lumbers along awkwardly with no sparkle Entire sections of dialog from the original are lifted and plopped down into a scene with awful results At one point Ryan exclaims something along the lines of This isnt a 1930s movie No Meg its not
0,This movie has beautiful scenery Unfortunately it has no plot In order to have a plot there must be a conflict This movie had none It spent two hours painting a beautiful scene and failed to ever place any activity in it The picture tries to be artistic but fails to pay attentions to the fundamentals of story telling If you love Montana scenery and fly fishing you will find some value in this film just dont expect a story There isnt one
0,I have read the whole A wrinkle in time book and then saw the movie The movie contained all the elements in the book but since the book was 190 pages and the film was 2 hours it felt really crammed in with too many effects and bad acting A wrinkle in time is about a girl named Meg Charles Wallace and Calvin must team together to find Megs father and get off the island Camazotz  The beginning of the film is really a stinker The acting is awful the direction is laughable and so far the situations arent necessary I really was crushed to see the same person Madeleine Engle that wrote the book and created the movie made a great book and a terrible film The acting is worse than any straighttovideo acting Yes I got to admit there was cool effects But seriously they were all done terribly and not serial in any way possible If you read the book you will be crushed by the movie I wish could give it a 0 but sadly I can only give it 1 A half could have been useful
0,If this is a 2008 product from one of the biggest production houses of Indian Film Industry Yash Raj then I am afraid it is a very long ahead for us to reach the right standards If you can go wrong to this length with such an enormous star cast of Anil Akshay Saif and Kareena then movie making is still to be studied much harder by everyone associated with this film The film lacks in almost all departments except cinematography and Akshay Kumar He has a few good dialogues to render but that alone cannot make you enjoy a flick with huge expectations The first scene of a car going down into a river from the mountain has very cheap graphics like that of a cartoon film That itself was a clear indicator of the directors vision Every actor who otherwise is an asset to a movie is simply wasted Anil Kapoors gimmick of attempting good English falls flat most of the times And Saif will surely hit himself thinking why he signed this movie In short ITS THE BIGGEST WASTE OF RESOURSES AFTER JHOOM BARABAR JHOOM I would say that even Aaja Nachle was a better enjoyable movie than this One cannot understand how and why this kind of script was written and approved The most unwanted was the flashback sequence of Akshays love story After the faulty script the weakest point of the movie is its music Vishal Shekhar have given just some filler tunes to each song The songs start off very well and suddenly the tunes drop drastically Only one song Falak Tak Chal is somehow good of all in the lot An opportunity wasted by Vishal Shekhar Regarding the continuity intelligence of the makers just sample this  Akshay and Saif are on the road in the hilly area of a foreign Location probably Ladakh In the next scene they are searching for Kareena in Haridwar and then back in the hills with Kareena in the dicky of their car I am still thinking who wrote this If you manage to sit till the last then the climax is too long with silly and unnecessary stunts You can see all the heroes walking through the storm of bullets not hurt as if they are GOD Are we still seeing a 2008 movie with all these technical heights achieved So no more words on this pathetic and downgrade movie but a sincere request to senior actors from their fan Dear Anil Kapoor  Akshay Kumar If possible please ask for a preview of your movies after their first copy is out As artists of such stature you have certain responsibilities towards your fans and viewers People still clap for you as you enter the screen in your first scenes respectively I think this kind of movie should not see the daylight as it hampers the reputation of all associated with the movie the actors and the production house both
1,The film begins with Vincent Price about to begin his performance as a magician However midway through the very successful show the police come and shut him down It seems that his old boss had cheated him out of the tricks Price had createdeven those he made on his own time at home As a result Price justifiably kills the evil man The problem is that while the viewer understood why Price killed and most probably thought this was a GOOD thing because Price was a bit mad he just couldnt stop at one sort of like eating Lays Potato Chips The film was full of very creative and spectacular magic tricks including a huge circular saw and a crematorium for the shows great plot twists as well as exciting action One thing you cant say about this film is that it is dull While its also far from subtle it is fun throughout though and well worth a look Had I never seen Vincent Prices version of HOUSE OF WAX I probably would have liked THE MAD MAGICIAN a lot more and scored it an 8 or 9 Thats because while THE MAD MAGICIAN is a wonderful film its highly reminiscent of the film that preceded it HOUSE OF WAX The bottom line is that since HOUSE OF WAX was so successful the formula was rehashed in the followup film Both were made in 3D both have a plot where Price has every justification to kill but he cant stop once hes committed the first and both are great fun to watch The biggest differences and there are few are that HOUSE OF WAX was in color and was more of a horror film and THE MAD MAGICIAN was definitely more of a mystery My advice is to see this film AND HOUSE OF WAX the Price version only They are both terrific 1950s horror films
1,Gary Buseys best performance in a nicelyflowing biography Since had a musical background he was able to do his own songs and it really works Its always good to see that fine actor Don Stroud one of the crickets and Charlie Martin Smith as well An 8 out of 10 Best performance  Gary Busey Thankfully Mr Busey was Oscarnominated for this losing to Jon Voight in COMING HOME A fairly lowbudget flick that doesnt disappoint with GREAT SONGS by Mr Holly I hope this made plenty of dough Busey was never this popular again for varying reasons but thankfully he has this one great one on his resume
1,I just finished watching this film For me the most outstanding work in this film was the music score While many silent film scores work very well with their scenes I feel that this is the best score Ive come across The mutiny scenes in particular worked extremely well
1,Nolls comfortable way of rolling out blunt comments often with expletives to describe things that he is more knowledgeable about than most is quite refreshing There is one other character in the film that constantly tries to verbalize complicated issues using more language than necessary This guy should never have been given a Thesaurus Cut to Noll and you know youre in for a treat The way the pioneers of big wave surfing are portrayed is very evocative of a lost era Nevermind the fact that no one knows how these guys made a living much less took care of issues like medical care The use of old film clips throughout was masterfully done
0,Being a fan of cheesy horror movies I saw this in my video shop and thought I would give it a try Now that Ive seen it I wish it upon no living soul on the planet I get my movie rentals for free and I feel that I didnt get my moneys worth Ive seen some bad cheesy horror movies in my time hell Im a fan of them but this was just an insult
0,Man this movie sucked big time I didnt even manage to see the hole thing my girlfriend did though Really bad acting computer animations so bad you just laugh woman to werewolf strange clips the list goes on and on Dont know if its just me or does this movie remind you of a porn movie And I dont mean all the naked ladys Its something about the light or something This could maybee become a classic just because of the bad acting and all the naked women but not because its an original movie white a nice plot twist My final words are Dont see it Its not worth the time If you wanna see it because the nakedness theres lots of better ones to see
0,I give this movie 3 out of 10 because I have watched zillions of movies and I can tell clearly what an intellectual movie with a mindteasing message should look like Definitely The Broken is not one of those movies I have to admit that the movie made me think a lot trying to understand what the whole thing was trying to lead to and despite the explanations Ive read in prior comments they seemed only an exaggeration just to have one self in the intellectual league of people the photo on the cover clearly shows that the Broken is the broken upper piece of the face which normally contains the brain Its a clear message that once this part of the body is broken the rest will be deformed and lifeless So you start waiting on the movie characters to show their defected sides and this is not obvious in any of the scenes because the movie starts right away without any introduction to the characters and their lives before Though we see the father holding a rifle when his children try to surprise him as if he is aware he has enemies but still this is not a very strong clue Had the clues been planted more in the movie one would have said about that it is a masterpiece indeed But though the movie was so slow in pace it was at the same time so empty with no metaphorical scenes at all And the reuniting of the evil dad with the evil Gena at the end is a strong refuting evidence of the existential messages that some people spoke about in other comments Furthermore if Gena truly lives in the apartment as her brother tells her at the end then how come she is the evil one I bet I can defy any theory about this movie with so many questions that can only lead to one conclusion This movie is a pretentious one and a waste of time Obviously it shows someone trying to make out of a meaningless mystery something which is of no value at all I am a huge fan of horror movies and specially slasher ones that some people call popcorn movies Horror movies are not supposed to convey deep messages Theyre supposed to uncover the beautiful mask of life and show you the other dark side of it which is the truest I guess Horror movies should have blood screams intensity skeletons body organs and parts Because that is the real horror and its never away from reality I have watched almost all horror movies and I can prove that each one of them can be as real as the sunrising Nothing is unreal as long as the mind had thought of For instance the horror movie Train with all the slashing and tensity of it and its similarity almost in everything with Hostel it speaks about a very real thing which is selling body organs illegally by abducting people in foreign places where no one would ask or search for them And even if we considered the Broken a movie that has an existential message it is still very poorly presented and the least scary I prefer the addiction message presented in Requiem for a Dream which went beyond drug addiction to highlight the fact that any kind of addiction whether for sex TV safetybeing pampered etc can be so destructive and it scared the hell out of me And those who always criticize horror movies for being meaningless and very commercial are usually just bunch of people who get scared easily and simply dont like this genre but this doesnt mean that there are fans of such movies and that they have a lot to offer to the viewer from adrenaline turmoils ecstasy leadership lessons believe it or not entertainment to most importantly the face to face interview with the essence of life as ugly and scary as it may seems Death
1,I put this movie on not expecting much other than a B movie gore fest Thankfully I was presented with a very well made film that built up the suspense and managed to maintain it throughout its run time This was an impressive achievement The acting was solid creating characters that you cared about and related to and although some may find the film slow it did force you to think about what you would have done in the same situation Added to this there was some fine camera work and the directors pulled it all together admirably An excellent effort then that is well worth your time if you prefer development and suspense over gore
0,This is so incredibly bad Poor actors You can tell theyre trying really hard to polish a turd but we all know you cant The writing is so obvious and facile its sad watching them try to sell it The humor and pacing are so labored its hard to believe any of these good actors signed on for this That said its so awful that were having a hard time looking away from the screen We just have to know where this trainwreck goes But thats only because we caught it on TV If we had actually PAID for this wed be disgusted  So it gets 2 stars for being at least amusinglyfascinatingly bad And the incidental music as opposed to the tryingtoohard indie soundtrack is laughably reminiscent of an episode of ScoobyDoo but not as good
0,OK first of all who in their right mind would remake Hitchcock and second who would do it shot for shot I admit I had no intention of ever watching this movie for that very reason The original Psycho is one of my favorite films ever and this just seemed like a degrading photocopy of it I did watch it because my girlfriend wanted to compare it to the original and we both agreed less than five minutes into this crap that it was awful First as mentioned they did it shot for shot Wheres originality Why remake a movie that is almost perfect EXACTLY the way it was done the first time Why remake such a movie to begin with If you ARE going to remake something remake something that doesnt work and make it BETTER Second they used the exact same script from the 1960 version The dialog no longer works It works fine and sounds perfect for the 1960 version but seems odd and stilted coming out of modern actors Why not update the dialog Hitch didnt write the script you could have rewritten  This film had some very good talent and they were wasted by imitation of the original actors The actor who played the car salesman seemed like he was just playing John Andersons performance as the car salesman in the original All the actors seemed like the only direction they were given was be the characters from the original movie Vince Vaughn may have seemed a little creepier than Anthony Perkins but in doing so you loose the sympathy you are supposed to have for Norman Having Norman masturbate while watching Marion undress was going too far and lost the innocence of the character that I think Tony Perkins captured so well in his performance Viggo Mortensens accent was annoying and Rita Wilson was far too old to play Caroline Her lines came off as someone desperate rather than just young and fun like Patricia Hitchcocks performance  The only good thing I saw about the film was that Gus Van Sant was able to open the movie with the shot Hitch had envisioned Hitch wanted to open with 1 long shot going over Phoenix but couldnt at the time so he had to settle for a series of shots crossdissolved together This film fulfilled that vision with a helicopter shot going into the window of the hotel After that though the film became a worthless waste of celluloid  If you are curious about how to destroy a wonderful film watch this but do NOT under any circumstances watch this BEFORE you watch the original This is a faded photocopy of the original and should never have been greenlit Stick to the masters film not the imitation
0,Historically awful Scarcely an accurate moment in 4 hours of ridiculosity One cannot keep track of the inconsistencies while watching As with all track and filed movies nobody bothers to ask for any track consultants Events and techniques that werent even created until the next century are shown From the shots of runners jogging in a 400 meters to the highly overweight actor portraying the high jump and long jump winner one would have to know absolutely nothing about track to even be mildly entertained Likely thrown together in 1984 as a tribute to the games just prior to the LA Olympics
0,Notwithstanding that The House of Adam is meant to be a mainstream gay movie that Anthony John Shaw who is gay curious and a major cutiehunk and Adam Jared Cadwell who is openly gay and a close second in looks that there is a whole minute of wonderful convincing and naked lovemaking sorry no frontal between Anthony and Adam 41 minutes into the movie that alone may be sufficient for many of us  notwithstanding all that to which I give a thumbs up The House of Adam is a horrible movie by most any other movie making standard A big thumbs down Shaws and Cadwells acting abilities are either sophomoric or else truly suffer from the bad script direction and editing or rather the lack thereof Their lovemaking scene is nevertheless convincing and may have more to do with their really being into each other considering the rest of their scripting and acting Writerdirector Jorge Amers Bonus Feature selfcongratulation as to his movie making skills is off the wall So the script and lack thereof is a thumbs down Overall the acting is thumbs down with just the slightest exception for Shaw and Cadwell Alexis Karriker as Nina might have been the best except for the limitations expressed above Far and away the absolute worst and insufferable acting was by Thomas Michael Kappier as Albert Ross Anthonys father having not even of elementary school acting quality He truly represents a colossal casting failure The actors playing the new cabin owners are worthy of truly bad acting nominations as well If only the production editing and post production were as good as the trailer this movie would have been quite something else The trailer presents well put together clips of scenes that drew me into renting the movie in the first place That and the hope that this gaycentered movie was supposedly prominently played and touted at gay film festivals Overall the movie is a big thumbs down Is it worth buyingrenting and watching it Only if you have an irresistible yen to see the naked love making scene and a few minutes of semiconvincing dialogue between Anthony and Adam Or if you truly just enjoy watching bad movies
1,This is the best dub Ive ever heard by Disney as well as the best adaptation since the biggest abuse ever on soundtrack themes characters dialogues in Kiki Delivery Service Urrrghhh This one has different atmosphere especially the deviation from the common heroine This one has both hero and heroine although I dont really endorse the use of hero  heroine here since Miyazaki is out from the stereotype  common theme As usual after being introduced by Spirited away amazed by Mononoke troubled by Grave of Fireflies and deeply touched by Majo no Takkyuubin  this one start with a bit doubt in my part Wondering if this will be the first Ghibis dud Well in the end just like Only Yesterday and Whisper of the Heart I ended up giving 10 rating Id give 98 rating but the additional 02 is there to share the good feeling by encouraging people to see the movie SPOILER Somehow I see this as a sad movie people die in this one the lonely robot the abandoned place and it ends with destruction It is as if mankind really cant live with too much power The collapsing scene gave me patches of Metropolis ending Its just sad somehow The plot is apparent in most reviews and the soundtrack rules as well as always Joe Hisaishi really belongs to Uematsu Kanno Williams caliberPeople who can brings a movie a game an event to life even to be a lingering moments by astounding composition This is a feel good movie that used to be part of US cinema in the classic days Its a Wonderful Life etc etc Well things change
0,In director Eric Stanzes ISOYC IPOYG three men are subjected to torture at the the hands of a woman that they have all sexually abused The first victim is forced to eat his own crap before being axed to death The next bloke ends up with a bullet in the crotch after refusing to have anal sex with the first guys corpse But its the third man who gets it the worst he has to watch the heavily tattooed star Emily Haack get naked and masturbate with a broom handle oh he also gets the handle shoved up his butt too And unfortunately so do we get to see her masturbate that isÂ—not get a broom handle up our butts Yes ISOYC IPOYG is one harsh viewing experience not because of its relentless violence but because Haack who is obviously under the misguided notion that she has the body of a goddess as opposed to that of a roadie for Metallica constantly gets buck naked for the camera It aint a pretty sight In addition to the nonstop nudity from an inkedup Haack viewers also get to see dreadful direction from Stanze who thinks that endless shots of tombstones and trees is entertaining stuff some really bad acting and a fat guys penis Strangely enough I give ISOYC IPOYG a rating of 310 which is actually slightly higher than its current 29 average Thats one point for the messy axe attack which being a gorehound I actually enjoyed one point for the bit where the fat guy gets his face pushed in chocolate mousse masquerading as feces hilarious and one point for the sheer nerve to suggest that this film might somehow be a sequel to Meir Zarchis superior exploitation classic I Spit On Your Grave
0,Welcome to Collinwood is kind of a disaster Considering the people involved it shouldve been multiple times better Watching it if youre at least somewhat attached to the faith that itll get better will probably make you cry Its one of those movies that had potential but was robbed of this potential thanks to a terrible script and some bad acting not to mention the strangely annoying and unnecessary George Clooney character and the guy who reminds me of Richard Dreyfuss but about whom I care so little that I dont even want to know his name The films only saving grace is the weird con vocabulary it introduces I found myself thinking of it time and time again as I watched more crime capers This is the only reason I gave the film a 3 The plot is boring the characters are neurotic needlessly offensive and highly unlikable They are in a constant state of agonizing stress and theyre all so irritating that I celebrated their obstacles They yell at each other and swear crassly The dialogue is insipid at best and insultingly stupid at its low points I find that Steven Traffic Soderbergherabracadabrablahblah and George Clooney are to blame for this They should be tried for war crimes if anyone actually remembers this crap long enough to care
0,Dull onenote characters with next to no development unimpressive performances by people who sound like theyre simply reading lines and ludicrous special effects combine to make this a genuine stinker The story begins with eminently bland commando Russo and his fellow soldiers attacking an AlQaeda training base The scene tells us that AlQaeda has recently come to seek an ultimate weapon and also serves to illustrate Russos only character trait a tendency to eschew teamwork With the help of a collection of blank slates and walking stereotypes including a Russian spy Russo travels to Chechnyan territory to catch a mad scientist working for the terrorists Along the way they encounter vast hordes of flesheating bats that fly in broad daylight for some reason From there the movie becomes nothing more than a dragging morass of ridiculous action including a scene in which a swarm of bats slices a soldiers arm off
0,My daughter liked it but I was aghast that a character in this movie smokes As if it isnt awful enough to see product placement actors like Bruce Willis who smoke in their movies  at least children movies should be more considerate I wonder was that intentional Did big tobacco sponsor the film What does it take to ban smoking from films At least films intended for children and adolescents My daughter liked it but I was aghast that a character in this movie smokes As if it isnt awful enough to see product placement actors like Bruce Willis who smoke in their movies  at least children movies should be more considerate I wonder was that intentional Did big tobacco sponsor the film What does it take to ban smoking from films At least films intended for children and adolescents
1,Televised in 1982 from a Los Angeles production this is probably the finest example of a filmed stage musical you are likely to encounter Issued on DVD in 2004 in a remastered digital transfer it is quite stunning Hearn and Lansbury give the performances of their lives and the rest of the cast are quite obviously caught up in the electricity generated Of course it is Sondheims music and lyrics that make this possible If anyone doubts that he is one of the greats of the American Musical form listen to this The sets are stark as befits the plot and clever in allowing the swift scene changes required and the cameras catch the action without obliterating the fact that this is a stage production A central moveable and revolving platform is Mrs Lovetts pie shop with the barbers shop upstairs Around it are various gantries and moving stairs to allow the rest of the action to take place The brutal tale of injustice leading to revenge murder and mayhem is liberally spiced with dark humour and comic moments Sondheim does for barber shops what Hitchcock did for showers  An important work in American musical theatre is here given an electrifying performance
0,OkulThe School is a result of a new trend in Turkish cinema Having used the same stories over and over again new generation directors finally come up with different ideas Of course it doesnt mean that they are all grand I think Okul is one of them It is supposed to be a scary movie but it is not It is not successful on being scary either So what is it Actors are so average especially Deniz Akkaya is pretty annoying with the teacher role I am sure it could have been better if it was tried on harder Maybe concentrating on one topic such as making it scary or vice versa But directors have missed the target this time  out of 
1,I have to admit right off the top Im not a big fan of family films these days Most of them IMHO are sentimental crap But this one like TOY STORY the previous film from Pixar is a lot of fun The two lead characters were perhaps a bit too blandespecially compared to the two leads in ANTZ but otherwise this film is better but the rest of the film more than made up for it The animation looked great the humor though broad was consistently goodI especially liked Hoppers line If I hadnt promised Mother on her deathbed that I wouldnt kill you I would kill you and the actors doing the voices except the two leads were all terrificDenis Leary doing an animated movie what a concept And like everyone else I loved the outtakes I hope the video has the new ones
0,A couple of days after writing about how garbage like MAD COWS and THIS FILTHY EARTH receive money while Ange  Duncan and Theo are totally ignored I had to sit through yet another British movie  that had me scratching my head as to why it received a single penny  Some people may claim that because DEAD BABIES is based upon a highly regarded novel it has an in built market but both THIS FILTHY EARTH and MAD COWS were also adapted from novels and they were an ordeal to sit through as well  I had read the synopsis of the plot where a bunch of high class wasters go to a remote mansion where theyre stalked by an internet cult but to be honest this isnt really how the story unravels and anyone expecting Friday THE 13TH meets THE SHINING is going to be bitterly disappointed since 9095 of the running time is taken up with said characters taking drugs and discussing sex  And what hateful characters they are too  Not one of them is likable in any way and within minutes youll be getting nostalgic for Stalin  Mao and Pol Pot hoping that next time someone embarks on communist democide theyll be successful in creating an egalitarian utopia  Anything that will signal the end of such decadent bourgeois meaningless that the hateful characters in this movie embark upon can only be welcomed  Not content with giving us a movie where the plot is meandering and where the audience fail to connect with the characters the director continues to spoil things further by getting all clever and arty  No doubt that is to impress us so we will fall upon our knees and cry  Oh my god  what a wonderful director the way he bamboozles us with his highly artistic technique and only a worthless pleb will fail to appreciate what a god given talent this man is   Im sure the vast majority of people either screamed  How come my projects got turned down while crap like this didnt   or  WTF was the last half hour of this piece of crap all about   You might defend the movie by saying the original source novel was unfilmable and this makes the film unwatchable  I will agree that this movie is unwatchable   I know the IMDb classes this as an American movie but the style and faults with DEAD BABIES is uniquely British  Americans might think theyve got things tough with Bush but weve got Tony Blair  not to mention DEAD BABIES  MAD COWS and THIS FILTHY EARTH  No wonder everyone is ashamed to be British in the 21st century
0,I saw this movie on the strength of the single positive review and I can only imagine that guy is a shill The acting of the female lead is actually quite good but the entire film is just so excruciatingly boring I could hardly bear to sit through it This is the very definition of dullness So far this film is rated as 8 out of 10 on 7 votes That must mean the director directors girlfriend producer actress and drinking buddies have given their own film a 10 For the rest of you who simply want to be entertained or enjoy a good story avoid this This man on the street shall give it a 2 out of 10 FDA note while this movie can be used as an aide to obtaining a good nights sleep no medicinal value is implied or offered
0,After a fairly lengthy partially pixelated nude shower scene were off to the races for this Blair Witch Projectesquire horror film about three girlfriends venturing to a desolate cabin deep in the woods to get away from their hectic lives for a girls weekend out and smoke pot They meet two guys who seem friendly enough so they drink and tell ghost stories until late in the movie some of them get picked off This is a fairly slow movie with needlessly drawn out suspense scenes the bad acting cant carry the myriad of scenes where nothing happens but mindless banter and the movie as a whole is a dud a deathlyboring dud at that Nothing at all happens until the last half hour and when it did I was to numb to really care Eye Candy Ashley Totin shows TA Evy Lutzky gets topless briefly and Jennifer Hart shows her right tit  My Grade D
0,I still remember when Frog Baseball first aired on MTV In some sort of odd surreal manner the cartoon captured the stupid actions that I think every boy growing up in America engages in I cringe now thinking about how I burned a crippled grasshopper using a magnifying glass but it was interesting at the time for some reason Growing up in the 1980s we all knew stoners These were the kids who wore Iron Maiden tshirts to school grew their hair long had immature moustaches and were at least two inches taller than everyone else because they had flunked a grade or two We laughed at them because they were so stupid even when not stoned So it was easy to understand Beavis  Co because we already knew them some of us were even them To the extent that GenXers like myself would spurn the excess of the 1980s and embrace the grunge movement of the 1990s Beavis  Co were sort of a strange postmodern anthem for us Strange because like Beavis  Co we didnt care if we had an anthem It was just an inside joke that we all immediately got even if it was awful
1,Giorgino can to some people look a bit long but its one of rare real romantique adventure film It could be compare to Docter Jivago with a bit of Sleepy Holow You must see it
1,Excellent writing and wild cast The tech is poor but its obviously very low budget Looks like they didnt cut the negative but had to release on a video output In any case one of the most inventive comedies Ive seen lately The screenwriter in particular is fine
1,This series premiered on the cable TV station Comedy Central in the United States It was chopped to death and shown out of sequence This was sad for the audience it should have attracted it didnt and fell by the wayside Luckily at the same time my cable company went digital and I got the BBC Thank goodness because I got to see The League of Gentlemen in order complete and uncut  The League of Gentlemen troupe is right up there with Englands Monty Pythons Flying Circus and Canadas The Kids in the Hall Buta warning The League of Gentlemen though are one step beyond Its not only about dressing in drag and lampooning the cultural ills it goes deeper and much much darker I can tell many of you now  it will offend certain groups of people it will enrage others But remember its only comedydark dark comedy If that is not your thing dont watch If you think you KNOW dark comedy watch this  if you get angry and upset then you dont quite know DARK COMEDY  These guys got it right and right on the button They are brilliant they are excellent and I enjoyed each and every character creation Theres a COMPLETE story that is told here from episode one to the end You cannot watch this one episode at a time willy nilly that is one of the charms of this series Watch it in order See how creative and stylish and deeply disturbed these guys are No one and nothing is out of bounds That my dears is dark humor Bravo
1,Heres yet another film from the 80s that most people just dont know exists This slow picturesque the loving shots of the Montana landscapes are breathtaking and reminded me of Costners recent Open Range which also starred Robert Duval and emotionally satisfying film is the perfect type of movie to watch late one night when you cant sleep or on a listless Sunday afternoon Those in the right mood will be treated to a finely detailed and intimate look at the grief of one family and how they come back together after the youngest son accidentally shoots and kills the eldest son while hunting The performances are all top notch and quietly nuanced Glenn Close Robert Duval and Wilford Brimley are pitch perfect in their portrayals as are all the supporting players and young actors I especially liked how director Cain who unfortunately hasnt directed anything of note since this except the first Young Guns gives us quiet little glimpses into everyones personal grief We dont just see how the death effects the younger brother or the parents but also the confused middle sister the wayward uncle his crazy wife and the dead teenagers girlfriend What we essentially get here is the rural MidWestern answer to Ordinary People Theres also shades of David Lynchs The Straight Story in some of the stoic downhome MidWest morality of the folks depicted here and also in the lovingly haunting shots of the farmland they inhabit This is one of the better and more realistic tearjerkers of the era and a nice little find for you quality movie hunters out there
0,I have been a fan of the Carpenters for a long time read the biography watched the specials and saw the Karen Carpenter Story This movie really didnt show the real Karen Carpenter In the movie she seems to be a shy and a pretty much of loner except for one girl friend The real Karen Carpenter was much different She was outgoing and friendly She had lots of friends especially Olive NewtonJohn The movie doesnt even show Karens attempts for a solo album and her meeting Phil Ramone and his wife Itchy Karen Itchy knew the real Karen Carpenter in New York When Karen was in New York she did see a psychologist but it was voluntary and once a day and then she would leave to go to her hotel room Also Karen was taking pills to increase her thyroid so she could loss weight but stop taking them because the psychologist recommended her not too Also the Karens husband in the movie is named Bob Knight but in real life was named Tom Burris Also Karen wasnt divorced from Tom but only separated Karen was to sign the divorce papers on the day she died Also Agnes found Karen naked in the closet unciousness unlike in the movie where she was dressed in white The music was very good That was the only thing I would recommend on seeing it
1,Camp with a capital C Think of Mask and the Ace Ventura movies  then multiply by 100 This laughaminute entertainer takes schlock to the level of high art David Dhawan is a genius and Govinda is beyond description See it over and over again I insist
1,This was a very funny movie not Oscarworthy but definately the best dollar Ive ever spent at Blockbuster Rupert Penry Jones is a shining star and very well might be the new Jude Law So if youre in the mood for a British Teen Flick RENT IT
0,Another lame attempt to make a movie gritty and thought provoking whatever the hell that means They have Al Pacino say a lot of words like  Television killed football Yeah whatever This is another movie that showcases Oliver Stones Delusions of Grandeur If Stone is trying to show us that football will be our downfall or something why does he insist on romanticizing the sport with his stilted camera movements and Kid Rock songs He even throws Cameron Diaz into the fray for purely aesthetic reasons Its a shame that Diaz and Pacino have to meet in a movie that is so bad Ever since Scent of Woman writers and directors have used Pacino to romanticize their pathetic lines His characters are nothing more than loudspeakers  their voices covering up what would normally be redundant and trite He needs to reinvent himself showing how he can act without yelling He has to stop feeling sorry for hokey scripts with cheesy lessons like Organized football is messed up and act out a good story
0,This movie may seem scary on commercials but the actual movie was a reason to vomit This is a below below average even lower than that and has no plot I mean every house can make you feel scared and sure a dead Japanese woman would scare the poop out of you but so what Make a movie that would appeal to watchers and not just show images of scared people and some hair dead Japanese woman Can you say horrible ripoff of Samara The Ring Dont get me started with the dead child Not even that scary So what He has a cat and he can imitate it big freaking deal Just bury the poor zombies and save some lives that have the potential of being harmed by the Grudge 110 Yuck 
1,Inspirational tales about triumph of the human spirit are usually big turnoffs for me The most surprising thing about MEN OF HONOR is how much I enjoyed it in spite of myself The movie is as predictable and cliched as it gets but it works Much credit goes to the exhilarating performances by both leads Its a perfect role for Cuba Gooding Jr whos wonderfully restrained here We have come to expect a lot from De Niro and he doesnt disappoint He creates a darkly funny portrait Director George Tillman Jr set out to make an oldstyle flick and comes up with a winner
0,I can not believe such slanted jingoistic material is getting passed off to Americans as art house material Early on from such telling lines like we want to make sure they are playing for the right team and manipulative framing and lighting A Love Divided shows its true face The crass manner in which the Irish Catholics are shown as hegemonic the Protestants as peaceful and downtrodden is as poor a representation of history as early US westerns that depict the struggle between cowboys and American Indians The truth of the story is distorted with the stereotypes and outright vilification of the Irish Catholics in the story a corruption admitted by the filmmakers themselves It is sad that people today still think that they can win moral sway by making a film so easily recognized for its obvious intent so far from attempting art This film has no business being anywhere in any legitimate cinema or library
